formula,frac_N,frac_O,frac_Ti,frac_V,frac_Zr,frac_Nb,frac_Hf,mendeleev_no,electrical_resistivity,velocity_of_sound,reflectivity,poissons_ratio,molar_volume,thermal_conductivity,boiling_point,melting_point,critical_temperature,superconduction_temperature,liquid_range,bulk_modulus,youngs_modulus,brinell_hardness,rigidity_modulus,vickers_hardness,density_of_solid,atomic_radius_calculated,van_der_waals_radius,coefficient_of_linear_thermal_expansion,enthalpy,entropy,delta,Tm,x_e,x_ch,potential_energy,deltaG,omega,VEC,YM(GPa),H(GPa)
Hf14.32 Zr10.25 Ti11.11 Nb2.99 V13.74 N45.72 O1.87,0.4572,0.0187,0.1111,0.1374,0.1025,0.0299,0.1432,74.4616,0.47590017,2169.54117,9.244,0.662084,12.525867,13.98160652,2266.360232,1204.64472,61.11376,1.6197296,1061.715512,55.6184,52.2298,498.3821,20.6368,578.5876,4170.3301,1.263706,1.869016,0.475903757,548.743476,13.01891353,0.382414082,1204.64472,1.208648809,2.122682814,3.331331623,-3356.930581,0.02858014,4.6619,354.8887184,33.93
Hf15.69 Zr9.92 Ti10.63 Nb3.26 V13.5 N45.05 O1.96,0.450454955,0.01959804,0.106289371,0.134986501,0.099190081,0.03259674,0.156884312,74.16708329,0.470053165,2174.651335,9.099190081,0.658821118,12.54558144,14.18503888,2304.669133,1224.327972,60.40721928,1.62360284,1080.341161,56.65763424,52.48245175,516.5128487,20.70962904,597.0549945,4317.594641,1.274750525,1.873793621,0.470056772,583.4726568,13.10580452,0.38135329,1224.327972,1.205296095,2.129915581,3.335211676,-3348.268699,0.027500523,4.657234277,326.7780153,33.83
Hf16.9 Zr9.53 Ti10.2 Nb3.47 V12.58 N45.55 O1.76,0.455545555,0.01760176,0.102010201,0.125812581,0.095309531,0.03470347,0.169016902,74.2890289,0.473147485,2145.271327,8.548754875,0.661164116,12.58946795,14.11014439,2307.448245,1224.14697,60.73793379,1.594119412,1083.301275,56.4110411,51.71857186,527.3444344,20.40924092,607.7761776,4396.532053,1.274837484,1.873625363,0.473151043,504.5926286,13.00455792,0.383168617,1224.14697,1.211033576,2.116576561,3.327610137,-3396.774747,0.031549193,4.651265127,354.6398484,31.02
Hf18.53 Zr9.14 Ti9.88 Nb3.88 V12.28 N44.82 O1.48,0.448155184,0.01479852,0.098790121,0.122787721,0.091390861,0.03879612,0.185281472,73.77742226,0.462953877,2163.09921,8.367263274,0.655143486,12.58928907,14.45022537,2365.52036,1254.348815,59.38208179,1.603852015,1111.171545,58.04359564,52.37956204,551.2438756,20.62933707,633.2322768,4589.568043,1.292374763,1.881306869,0.462957483,395.0439807,13.01491026,0.380360983,1254.348815,1.202159835,2.102065042,3.304224877,-3509.429098,0.041325113,4.639336066,303.8595843,26.54
Hf20.32 Zr8.61 Ti9.3 Nb4.14 V11.75 N44.31 O1.57,0.4431,0.0157,0.093,0.1175,0.0861,0.0414,0.2032,73.5568,0.458800173,2156.50691,8.05,0.653053,12.625738,14.58986258,2400.801556,1272.103315,58.88764,1.5919806,1128.698241,58.9649,52.3382,572.7122,20.5838,654.4871,4757.5219,1.302271,1.885515,0.458803779,429.9048319,13.01352276,0.37994211,1272.103315,1.200835955,2.107704251,3.308540205,-3474.151997,0.038507465,4.6334,327.7355333,31.64
Hf21.49 Zr8.09 Ti8.83 Nb4.43 V10.8 N44.9 O1.47,0.448955104,0.01469853,0.088291171,0.107989201,0.080891911,0.04429557,0.214878512,73.76962304,0.463653806,2120.716578,7.479352065,0.656589341,12.67369963,14.49673872,2396.488231,1268.662044,59.46687331,1.568694331,1127.826187,58.70172983,51.44025597,581.9721028,20.2229777,663.6250375,4824.539246,1.299814019,1.884186581,0.463657353,389.3931633,12.87166394,0.382346228,1268.662044,1.208434351,2.098647853,3.307082204,-3472.106018,0.041936513,4.630636936,320.301424,28.97
Hf22.48 Zr7.55 Ti8.02 Nb4.66 V9.84 N45.79 O1.67,0.457854215,0.01669833,0.080191981,0.098390161,0.075492451,0.04659534,0.224777522,74.28237176,0.474552713,2064.29926,6.903409659,0.664091591,12.74511949,14.24894655,2367.724712,1252.298725,60.88821118,1.543765023,1115.425986,57.76032397,49.92940706,585.1670833,19.63253675,665.3337666,4845.705929,1.289109089,1.879108089,0.474556158,466.1139889,12.72072761,0.387027429,1252.298725,1.223229642,2.105885212,3.329114854,-3350.104294,0.034176513,4.636236376,364.8982895,34.21
Hf24.42 Zr7.03 Ti7.69 Nb4.94 V9.45 N44.51 O1.96,0.4451,0.0196,0.0769,0.0945,0.0703,0.0494,0.2442,73.7874,0.464700171,2078.08836,6.67,0.658289,12.774022,14.5344179,2425.428456,1282.107635,59.73708,1.5368506,1143.320821,59.374,50.4961,612.0645,19.8129,692.8846,5055.8313,1.306169,1.886598,0.464703657,579.1480877,12.77986672,0.384693051,1282.107635,1.215851662,2.124458201,3.340309864,-3254.811929,0.028291839,4.6282,340.0921462,28.97
Hf26.23 Zr6.56 Ti7.33 Nb5.31 V8.6 N44.39 O1.59,0.443855614,0.01589841,0.073292671,0.085991401,0.065593441,0.053094691,0.262273773,73.51454855,0.459754197,2072.139076,6.159484052,0.655605439,12.80067893,14.69811875,2465.472437,1301.687946,59.01271873,1.518133587,1163.784491,60.22237776,50.46125387,634.5187481,19.77662234,716.4739526,5229.161584,1.318010199,1.891681832,0.459757686,434.130498,12.59197384,0.383649132,1301.687946,1.212552278,2.100592464,3.313144743,-3343.461655,0.037755515,4.614738526,324.0085958,29.04
Hf14.03 Zr9.91 Ti10.8 Nb2.62 V15.68 N45.35 O1.61,0.4535,0.0161,0.108,0.1568,0.0991,0.0262,0.1403,74.2108,0.469600169,2208.58635,10.408,0.658261,12.432342,14.16994184,2277.57338,1215.924455,60.25116,1.6802794,1061.648925,57.4237,53.5012,498.4762,21.0661,574.6993,4182.4407,1.267742,1.870831,0.46960383,449.5798113,12.93744696,0.379100838,1215.924455,1.19817705,2.1075899,3.30576695,-3431.654277,0.034990357,4.6687,297.8373986,25.79
Hf15.22 Zr9.5 Ti10.29 Nb2.84 V14.84 N45.51 O1.8,0.4551,0.018,0.1029,0.1484,0.095,0.0284,0.1522,74.3597,0.473100168,2178.20036,9.904,0.66091,12.489118,14.09563367,2278.666136,1215.039755,60.74332,1.6557516,1063.626381,57.2011,52.7183,508.7371,20.7557,584.6263,4258.6824,1.266872,1.87024,0.473103778,522.6476222,12.96216586,0.381295948,1215.039755,1.20511486,2.118239742,3.323354603,-3366.002137,0.03013416,4.6679,359.1161215,29.46
Hf16.72 Zr9.04 Ti9.83 Nb3.14 V14.15 N45.09 O2.03,0.4509,0.0203,0.0983,0.1415,0.0904,0.0314,0.1672,74.2484,0.471200168,2165.13149,9.49,0.660171,12.535424,14.18168632,2303.434484,1226.960885,60.57076,1.6416156,1076.473599,57.7446,52.4718,525.8264,20.6393,602.0354,4391.1987,1.273393,1.872969,0.471203765,611.3029591,13.03694214,0.381806614,1226.960885,1.206728859,2.132507761,3.33923662,-3299.779683,0.02616676,4.6644,339.5560226,31.2
Hf17.81 Zr8.46 Ti8.74 Nb3.08 V12.71 N47.42 O1.77,0.474247425,0.01770177,0.087408741,0.127112711,0.084608461,0.03080308,0.178117812,75.21882188,0.491949357,2070.176888,8.626762676,0.673943394,12.62993099,13.58227728,2236.412693,1189.137284,63.09476948,1.572660066,1047.27541,55.3590359,49.78267827,523.370237,19.61836184,595.6540654,4356.717972,1.251046105,1.862576258,0.491952772,507.9503574,12.6704127,0.389514573,1189.137284,1.231090452,2.108664583,3.339755035,-3293.173452,0.029662072,4.667566757,345.7051397,30.77
Hf19.79 Zr8.35 Ti9.07 Nb3.64 V12.82 N44.28 O2.06,0.442755724,0.02059794,0.090690931,0.128187181,0.083491651,0.03639636,0.197880212,73.81741826,0.463353836,2153.784202,8.691230877,0.655965403,12.60819718,14.41794328,2369.070421,1258.556264,59.59686031,1.604765723,1110.514157,58.9870013,52.32516748,563.3532647,20.55324468,640.640436,4681.747625,1.292294771,1.881088891,0.46335743,621.5224391,13.05540535,0.381139787,1258.556264,1.204621303,2.135428575,3.340049878,-3295.099166,0.026436636,4.648535146,312.9144836,32.27
Hf21 Zr7.91 Ti8.52 Nb3.83 V11.94 N44.97 O1.82,0.449744974,0.01820182,0.085208521,0.119411941,0.079107911,0.03830383,0.210021002,74.01420142,0.467946964,2119.166337,8.164716472,0.659321932,12.65226223,14.30683019,2365.828315,1255.409686,60.10387039,1.57630363,1110.418629,58.63986399,51.41974197,573.1154115,20.19621962,649.7433743,4752.824682,1.29040304,1.880004,0.4679505,527.1423455,12.88164672,0.383412966,1255.409686,1.211805859,2.118504702,3.330310561,-3337.351672,0.030678135,4.643864386,311.150131,28.74
Hf22.38 Zr7.46 Ti7.83 Nb4.1 V11.07 N45.95 O1.21,0.4595,0.0121,0.0783,0.1107,0.0746,0.041,0.2238,74.1616,0.471600168,2085.88295,7.642,0.662185,12.683616,14.2436905,2368.98534,1255.614555,60.38796,1.5541024,1113.370785,58.4592,50.5582,585.18,19.8535,661.314,4845.6153,1.290593,1.879791,0.471603648,286.726623,12.58347157,0.385208594,1255.614555,1.217481076,2.077135069,3.294616145,-3488.314849,0.055104719,4.6354,336.7035485,33.3
Hf24.03 Zr6.74 Ti7.47 Nb4.09 V10.39 N45.76 O1.53,0.457554245,0.01529847,0.074692531,0.103889611,0.067393261,0.04089591,0.240275972,74.20347965,0.472852882,2062.1039,7.233376662,0.663367663,12.7370213,14.1608104,2377.291167,1259.464574,60.63563644,1.513886011,1117.826593,58.76142386,50.05339466,601.569543,19.62843716,675.8917108,4959.226277,1.292261774,1.880370963,0.47285633,411.5581137,12.52036823,0.386669015,1259.464574,1.22209685,2.094714827,3.316811677,-3344.552354,0.03831527,4.632936706,319.5118411,31.12
Hf25.69 Zr6.61 Ti7.15 Nb4.49 V9.55 N44.77 O1.75,0.447655234,0.01749825,0.071492851,0.095490451,0.066093391,0.04489551,0.256874313,73.79722028,0.465153655,2066.893281,6.729427057,0.658836116,12.78542446,14.39768947,2429.337538,1284.243261,59.73416658,1.497879412,1145.094278,59.56234377,50.22567743,624.3121688,19.69223078,700.8244176,5140.215778,1.307546245,1.887068293,0.465157122,496.8926586,12.56728749,0.385222647,1284.243261,1.217525493,2.108994261,3.326519755,-3273.293588,0.032480766,4.623037696,297.7915134,29.43
Hf27.24 Zr6.24 Ti6.77 Nb4.51 V8.85 N44.85 O1.55,0.448455154,0.01549845,0.067693231,0.088491151,0.062393761,0.04509549,0.272372763,73.70772923,0.463953776,2052.165633,6.309469053,0.658387161,12.82147285,14.37925882,2449.187041,1293.04582,59.52714729,1.458940306,1156.141221,59.75842416,49.86611339,641.2846715,19.54534547,716.9425057,5264.233877,1.313389661,1.889510049,0.463957222,417.753093,12.37334447,0.385534915,1293.04582,1.218512439,2.094036685,3.312549123,-3294.250247,0.038298463,4.613038696,288.2834854,28.5
Hf14.44 Zr8.95 Ti9.39 Nb2.3 V15.62 N47.07 O2.23,0.4707,0.0223,0.0939,0.1562,0.0895,0.023,0.1444,75.3705,0.49300016,2119.90777,10.372,0.6739,12.503702,13.54245092,2186.049212,1169.716575,63.35692,1.6598682,1016.332637,55.6975,51.1432,486.402,20.1255,554.9921,4079.8908,1.236924,1.856681,0.49300365,689.875355,12.75302048,0.386976585,1169.716575,1.223068948,2.135806224,3.358875172,-3136.030788,0.021623355,4.6945,316.0482741,32.05
Hf15.52 Zr8.54 Ti8.62 Nb2.57 V14.85 N47.49 O2.41,0.4749,0.0241,0.0862,0.1485,0.0854,0.0257,0.1552,75.646,0.499000158,2081.21439,9.91,0.678269,12.562737,13.43440725,2177.798984,1164.090225,64.15924,1.6450646,1013.708759,55.2674,50.1175,493.7414,19.7221,561.5632,4138.3378,1.232785,1.854568,0.499003579,758.2710581,12.73173743,0.389886386,1164.090225,1.232265595,2.14417414,3.376439735,-3061.250171,0.019545637,4.6973,321.5507902,32.38
Hf17.24 Zr8.48 Ti8.89 Nb2.76 V14.9 N45.49 O2.23,0.454945495,0.02230223,0.088908891,0.149014901,0.084808481,0.02760276,0.172417242,74.56765677,0.47724789,2143.747265,9.940894089,0.66450445,12.53816382,13.99454226,2278.35956,1216.235809,61.38479848,1.646619862,1062.123751,57.84278428,51.97839784,526.2678268,20.4130413,596.7722772,4395.287829,1.264756476,1.868910891,0.477251443,689.0906324,12.91567908,0.383848381,1216.235809,1.213182019,2.140876414,3.354058433,-3185.613091,0.022796002,4.676167617,350.6861817,34.72
Hf18.95 Zr8.05 Ti8.66 Nb3.08 V14.22 N45.57 O1.47,0.4557,0.0147,0.0866,0.1422,0.0805,0.0308,0.1895,74.202,0.470400167,2147.12377,9.532,0.660531,12.538952,14.19876146,2323.597492,1238.941645,60.31156,1.631181,1084.655847,58.9099,52.2066,548.9214,20.4761,620.6415,4569.9551,1.2788,1.875003,0.470403741,392.6200458,12.75956274,0.382102812,1238.941645,1.207665017,2.096326196,3.303991213,-3435.248777,0.040263746,4.6581,326.9056088,31.17
Hf20.87 Zr7.78 Ti8.21 Nb3.35 V13.55 N44.47 O1.76,0.444744474,0.01760176,0.082108211,0.135513551,0.077807781,0.03350335,0.208720872,73.78177818,0.462346404,2152.336154,9.130813081,0.655843584,12.58742574,14.41859627,2377.093521,1264.967512,59.38563856,1.611047705,1112.12601,59.90909091,52.42164216,574.4133413,20.54665467,647.0434043,4770.316832,1.29450445,1.881866187,0.462349999,505.4872349,12.86279577,0.380790207,1264.967512,1.203516427,2.11584518,3.319361607,-3353.351496,0.032188783,4.648964896,321.4874774,30.56
Hf22.09 Zr7.1 Ti7.63 Nb3.46 V12.51 N45.69 O1.52,0.4569,0.0152,0.0763,0.1251,0.071,0.0346,0.2209,74.2297,0.472100167,2098.70284,8.506,0.662516,12.641996,14.15100574,2351.831424,1250.645505,60.5386,1.5697952,1101.185919,59.1331,51.0269,580.8113,19.9938,651.6149,4807.6992,1.285609,1.877614,0.472103668,409.9880318,12.60176813,0.384783918,1250.645505,1.216138857,2.096097779,3.312236637,-3370.542407,0.038440987,4.647,297.5009785,27.6
Hf24.21 Zr6.86 Ti7.64 Nb3.8 V11.69 N44.03 O1.76,0.440344034,0.01760176,0.076407641,0.116911691,0.068606861,0.0380038,0.242124212,73.50435044,0.457945966,2123.685449,8.01470147,0.653767377,12.68110611,14.51609237,2430.378966,1289.522847,58.83470347,1.544209221,1140.856119,60.73157316,51.82728273,612.7627763,20.28662866,686.249525,5054.222722,1.309633963,1.888293829,0.457949531,503.583934,12.73116631,0.381238424,1289.522847,1.204933053,2.113795449,3.318728503,-3315.765958,0.032600583,4.630463046,312.4456333,26.62
Hf25.7 Zr6.29 Ti7.1 Nb3.85 V10.98 N44.35 O1.73,0.4435,0.0173,0.071,0.1098,0.0629,0.0385,0.257,73.6201,0.460800171,2094.64235,7.588,0.656022,12.727187,14.41441544,2433.47792,1290.183315,59.18348,1.50951,1143.294605,60.7167,51.1169,626.3722,19.9941,698.2239,5151.4927,1.309746,1.888124,0.460803689,490.704891,12.55242931,0.383047341,1290.183315,1.210650273,2.108479705,3.319129978,-3275.023901,0.03300341,4.6264,308.6440591,29.34
Hf26.86 Zr5.97 Ti6.63 Nb4.04 V9.97 N44.79 O1.74,0.4479,0.0174,0.0663,0.0997,0.0597,0.0404,0.2686,73.809,0.46530017,2059.99594,6.982,0.659245,12.786076,14.29383175,2431.038824,1286.780215,59.74972,1.4746978,1144.258609,60.184,50.1701,635.7071,19.6317,707.361,5218.4471,1.308013,1.887146,0.465303628,493.1422394,12.39685936,0.385511112,1286.780215,1.218437209,2.105539418,3.323976627,-3225.915568,0.032347733,4.6228,278.2223855,25.85
Hf29.15 Zr5.9 Ti6.47 Nb4.43 V9.49 N42.89 O1.68,0.428857114,0.01679832,0.064693531,0.094890511,0.058994101,0.04429557,0.291470853,72.81771823,0.445655611,2104.585581,6.693430657,0.647087291,12.80035896,14.82904213,2533.850779,1338.45434,57.27313269,1.466970303,1195.396439,62.39546045,51.49345065,672.8056194,20.12618738,747.520148,5515.0011,1.339839016,1.901289871,0.445659167,470.3104526,12.44427556,0.379427474,1338.45434,1.199209407,2.104576268,3.303785675,-3262.972215,0.035415106,4.601639836,319.3066961,26.56
Hf15.18 Zr8.07 Ti8.48 Nb2.24 V16.62 N47.33 O2.07,0.473347335,0.02070207,0.084808481,0.166216622,0.080708071,0.02240224,0.151815182,75.45934593,0.494049562,2115.150645,10.9729973,0.675261526,12.46833483,13.58903445,2182.598888,1172.244949,63.44292429,1.701427543,1010.353938,57.00640064,51.28952895,492.6350635,20.10691069,556.7873787,4136.446945,1.23489549,1.855533553,0.49405305,629.2511556,12.60673831,0.386889564,1172.244949,1.22279391,2.124316975,3.347110885,-3152.770339,0.023485353,4.703370337,306.00772,29.12
Hf17.25 Zr8.16 Ti8.68 Nb2.51 V16.88 N44.24 O2.28,0.4424,0.0228,0.0868,0.1688,0.0816,0.0251,0.1725,74.0385,0.465200166,2200.55664,11.128,0.657041,12.448137,14.35413322,2315.560524,1241.06676,59.89056,1.715471,1074.493764,60.3448,53.7797,533.384,21.0396,601.0844,4465.4204,1.276698,1.874301,0.465203831,710.8302981,12.96702484,0.378992882,1241.06676,1.197835845,2.146135745,3.34397159,-3179.277155,0.022639642,4.6819,338.9878507,36.23
Hf18.55 Zr7.74 Ti8.4 Nb2.71 V15.94 N44.6 O2.06,0.446,0.0206,0.084,0.1594,0.0774,0.0271,0.1855,74.0761,0.466600166,2176.7331,10.564,0.658249,12.488185,14.31156773,2324.83818,1244.35858,60.00336,1.682593,1080.4796,60.3,53.1915,546.3194,20.8034,614.194,4558.192,1.279004,1.875155,0.466603795,624.6528006,12.8808816,0.380238447,1244.35858,1.201772549,2.132546915,3.334319464,-3239.61168,0.025659751,4.6737,316.786771,28.34
Hf20.05 Zr7.55 Ti7.94 Nb2.67 V14.83 N44.94 O2.04,0.449310138,0.020395921,0.079384123,0.148270346,0.075484903,0.026694661,0.200459908,74.18276345,0.469706225,2144.252989,9.896220756,0.660481904,12.55757149,14.14322159,2329.630638,1243.60017,60.38644271,1.62074985,1086.030468,59.58938212,52.22865427,559.9168166,20.4505099,626.7953409,4652.562587,1.279973005,1.875403919,0.469709795,615.0134413,12.77856785,0.382536417,1243.60017,1.209035456,2.129544106,3.338579562,-3218.556912,0.025839157,4.665066987,330.3273828,31.1
Hf21.74 Zr6.79 Ti7.12 Nb3.08 V13.84 N45.55 O1.88,0.4555,0.0188,0.0712,0.1384,0.0679,0.0308,0.2174,74.3831,0.474300164,2103.3738,9.304,0.664136,12.610272,14.09416527,2332.19104,1244.071515,60.91628,1.6042862,1088.119525,59.6682,51.2571,574.7525,20.045,641.0472,4766.6436,1.27913,1.874684,0.474303669,551.8120361,12.60726366,0.385047352,1244.071515,1.216971458,2.116812001,3.333783459,-3230.367061,0.028423334,4.6623,336.2346429,31.15
Hf23.08 Zr6.22 Ti6.89 Nb3.12 V12.42 N46.3 O1.97,0.463,0.0197,0.0689,0.1242,0.0622,0.0312,0.2308,74.7518,0.482700163,2051.95355,8.452,0.669726,12.689344,13.80228292,2313.06622,1231.68161,61.99352,1.5370244,1081.38461,58.6879,49.8807,583.5659,19.5139,648.8719,4814.1932,1.272354,1.871473,0.48270358,584.9118647,12.44343393,0.388942369,1231.68161,1.229281957,2.117879015,3.347160972,-3148.118315,0.026202834,4.6578,303.3814153,31.13
Hf24.9 Zr6.17 Ti6.81 Nb3.37 V12.06 N44.87 O1.83,0.448655134,0.01829817,0.068093191,0.120587941,0.061693831,0.03369663,0.248975102,73.95580442,0.466953473,2088.383732,8.235276472,0.659936006,12.69635736,14.213355,2394.442948,1272.584617,59.98222178,1.526561344,1121.858331,60.42865713,50.95440456,613.110289,19.91630837,680.6318368,5048.482552,1.297756224,1.882772723,0.46695697,530.3167164,12.49768719,0.384543507,1272.584617,1.215379018,2.112846469,3.328225487,-3218.98944,0.029990313,4.639536046,332.0124108,28.98
Hf26.4 Zr5.82 Ti6.55 Nb3.41 V10.9 N45.6 O1.33,0.455954405,0.01329867,0.065493451,0.108989101,0.058194181,0.03409659,0.263973603,74.02149785,0.469253243,2058.816468,7.539346065,0.661631837,12.74108089,14.08272372,2401.371783,1273.643376,60.12816718,1.468672133,1127.728407,60.00349965,50.14438556,627.4841516,19.60873913,694.5934407,5146.170383,1.299814019,1.883506649,0.469256692,332.986198,12.20501875,0.386052783,1273.643376,1.220149201,2.078071827,3.298221028,-3328.519428,0.04668314,4.625637436,325.1850555,30.14
Hf28.93 Zr5.54 Ti6.49 Nb3.79 V10.32 N43.28 O1.66,0.432756724,0.01659834,0.064893511,0.103189681,0.055394461,0.03789621,0.289271073,73.02029797,0.449355239,2101.925387,7.191380862,0.649324068,12.77152785,14.61185927,2505.702058,1326.423578,57.73064694,1.453894011,1179.27848,62.41555844,51.49435056,667.3750625,20.10078992,737.360464,5459.055194,1.331808819,1.897748225,0.449358788,462.8739563,12.35075429,0.380312908,1326.423578,1.202007889,2.101809618,3.303817507,-3242.35233,0.035392641,4.607039296,320.301424,31.26
Hf29.59 Zr5.03 Ti5.79 Nb3.81 V9.82 N44.62 O1.33,0.446244624,0.01330133,0.057905791,0.098209821,0.050305031,0.03810381,0.295929593,73.50535054,0.459546126,2055.165587,6.892589259,0.656252625,12.80152115,14.35131399,2472.925685,1309.085959,58.91291129,1.434066607,1163.839726,61.6229623,50.25162516,667.4188419,19.60916092,734.8624862,5454.411541,1.320742074,1.892542254,0.459549588,332.1635777,12.01972393,0.384228145,1309.085959,1.214382293,2.075229833,3.289612127,-3273.753601,0.047370792,4.609160916,305.40433,30.29
Hf16.43 Zr7.48 Ti8.32 Nb2.31 V18.29 N45.08 O2.08,0.450845085,0.02080208,0.083208321,0.182918292,0.074807481,0.02310231,0.164316432,74.41254125,0.471647326,2194.853365,11.97509751,0.661426143,12.38019502,14.26062309,2273.474495,1224.882368,60.6410041,1.773050705,1048.592127,60.96849685,53.86668667,519.8875888,21.0060006,583.29953,4365.232323,1.263319332,1.868248825,0.471650981,635.2348403,12.76346348,0.379615104,1224.882368,1.199802424,2.130869535,3.33067196,-3193.804203,0.024610963,4.698469847,287.3790899,26.84
Hf18.07 Zr7.43 Ti8 Nb2.29 V17.5 N44.77 O1.94,0.4477,0.0194,0.08,0.175,0.0743,0.0229,0.1807,74.1488,0.467100164,2190.65122,11.5,0.658731,12.424143,14.29867974,2309.039052,1240.515205,60.03188,1.7243776,1068.523847,61.1114,53.6986,539.9865,20.9552,603.32,4515.4144,1.27433,1.873045,0.467103815,579.6715732,12.73899503,0.379364266,1240.515205,1.199009635,2.123705459,3.322715093,-3242.026936,0.027261846,4.6844,310.3397238,27.8
Hf19.56 Zr7.13 Ti7.83 Nb2.46 V16.47 N44.92 O1.64,0.449155084,0.01639836,0.078292171,0.164683532,0.071292871,0.02459754,0.195580442,74.03359664,0.46555361,2175.340586,10.8810119,0.657983202,12.46394961,14.30600815,2331.830609,1250.166163,59.7530047,1.682211579,1081.664446,61.19378062,53.31286871,556.8749125,20.80531947,620.8980102,4637.709229,1.281174883,1.875957404,0.465557241,461.4983616,12.65416686,0.379755108,1250.166163,1.20024492,2.105537453,3.305782373,-3334.751696,0.034279236,4.671232877,348.2817198,30.29
Hf21.29 Zr6.76 Ti7.46 Nb2.81 V15.56 N44.05 O2.09,0.440411918,0.020895821,0.074585083,0.155568886,0.067586483,0.028094381,0.212857429,73.79984003,0.461307905,2167.030144,10.33413317,0.655709858,12.5264757,14.44274509,2369.253709,1267.793886,59.34917017,1.659560288,1101.459823,61.81463707,53.17466507,578.0277944,20.73845231,643.2503499,4801.09898,1.29155169,1.880437912,0.461311533,635.6310428,12.77796742,0.379782054,1267.793886,1.200330084,2.133276552,3.333606637,-3197.759183,0.025486214,4.665866827,319.6854726,29.37
Hf22.7 Zr6.31 Ti7.06 Nb2.79 V14.25 N45.56 O1.34,0.455554445,0.01339866,0.070592941,0.142485751,0.063093691,0.02789721,0.226977302,74.12218778,0.46895327,2118.256834,9.549145085,0.660854915,12.57467353,14.16030829,2354.214975,1257.310069,60.09345065,1.59220278,1096.904906,60.8050195,51.81971803,587.8992101,20.22337766,651.7031297,4860.169283,1.286758324,1.878046195,0.468956811,340.9909243,12.4009862,0.38298837,1257.310069,1.210463889,2.082990046,3.293453935,-3379.304936,0.045725219,4.652734727,311.7429519,26.31
